"","Unique_ID","Codec","Bitrate","Resolution","Packet_Loss","SSIM","VMAF","MOS","sd_OS","fair_better"
"105",105,1,0,2,2,0.96294,91.75,2.516666667,0.536519438,0.533333333
"106",106,1,0,2,3,0.94174,87.97,2.016666667,0.596363746,0.183333333
"107",107,1,0,2,4,0.93215,85.88,1.916666667,0.497167116,0.083333333
"108",108,1,0,2,5,0.85315,62.42,1.466666667,0.503097749,0
"109",109,0,1,1,0,0.98987,92.63,3.4,0.527224906,1
"110",110,0,1,1,1,0.98192,90.67,3.166666667,0.375823014,1
"111",111,0,1,1,2,0.95061,86.5,2.5,0.504219484,0.5
"112",112,0,1,1,3,0.89355,74.45,2.116666667,0.372425247,0.133333333
"113",113,0,1,1,4,0.85208,61.37,1.766666667,0.426521868,0
"114",114,0,1,1,0,0.79548,60.48,1.133333333,0.342803332,0
"115",115,0,2,1,0,0.96346,83,3,0.368229847,0.933333333
"116",116,0,2,1,1,0.89227,81.97,2.2,0.514204998,0.25
"117",117,0,2,1,2,0.86285,80.75,2.383333333,0.490301418,0.383333333
"118",118,0,2,1,3,0.84357,70.79,1.483333333,0.503939284,0
"119",119,0,2,1,4,0.78489,56.36,1.733333333,0.482460736,0.016666667
"120",120,0,2,1,5,0.72026,29.16,1.116666667,0.323731772,0
"121",121,0,0,1,0,0.97823,80,3.316666667,NA,1
"122",122,0,0,1,1,0.97394,79.71,3.033333333,0.485961101,0.9
"123",123,0,0,1,2,0.95164,78.95,2.816666667,0.536519438,0.75
"124",124,0,0,1,3,0.91166,68.51,2.083333333,0.334038801,0.1
"125",125,0,0,1,4,0.90655,55.39,1.606557377,0.58534003,0.033333333
"126",126,0,0,1,5,0.89197,29.08,1.35,0.480994732,0
"127",127,0,1,0,0,0.9865,94.46,3.8,0.546173127,1
"128",128,0,1,0,1,0.97284,91.93,3.566666667,0.673132487,1
"129",129,0,1,0,2,0.96181,90.04,3.216666667,0.415450202,1
"130",130,0,1,0,3,0.93882,84.26,3.1,0.439568355,0.95
"131",131,0,1,0,4,0.90082,75.97,2.85,0.40442468,0.833333333
"132",132,0,1,0,0,0.89291,74.3,2.766666667,0.426521868,0.766666667
"133",133,0,2,0,0,0.9779,91.4,3.783333333,0.454419603,1
"134",134,0,2,0,1,0.9769,91.34,3.45,0.501692052,1
"135",135,0,2,0,2,0.96151,85.73,3.266666667,0.445948491,1
"136",136,0,2,0,3,0.92171,76.86,2.616666667,0.490301418,0.616666667
"137",137,0,2,0,4,0.91934,75.81,2.5,0.504219484,0.5
"138",138,0,2,0,5,0.88114,70.82,2.066666667,0.548238061,0.183333333
"139",139,0,0,0,0,0.9948,96.13,4.666666667,0.542019659,1
"140",140,0,0,0,1,0.98578,95.17,4.133333333,0.595652801,1
"141",141,0,0,0,2,0.97956,93.68,3.216666667,0.415450202,1
"142",142,0,0,0,3,0.97044,89.52,3.133333333,0.342803332,1
"143",143,0,0,0,4,0.96191,87.2,2.95,0.219784178,0.95
"144",144,0,0,0,5,0.92211,79.94,2.783333333,0.415450202,0.783333333
"145",145,0,1,2,0,0.99275,96.81,4.216666667,0.523730642,1
"146",146,0,1,2,1,0.99201,96.67,4.15,0.360084736,1
"147",147,0,1,2,2,0.96438,86.3,3.616666667,0.523730642,1
"148",148,0,1,2,3,0.94261,81.03,3.15,0.480994732,0.95
"149",149,0,1,2,4,0.92064,75.38,2.866666667,0.535729082,0.783333333
"150",150,0,1,2,0,0.88676,67.11,2.65,0.480994732,0.65
"151",151,0,2,2,0,0.9795,93.02,3.633333333,0.581251329,1
"152",152,0,2,2,1,0.97118,92.23,3.4,0.494032182,1
"153",153,0,2,2,2,0.96392,89.45,3.3,0.462124791,1
"154",154,0,2,2,3,0.9274,78.79,3.116666667,0.323731772,1
"155",155,0,2,2,4,0.87294,68.25,2.566666667,0.499717434,0.566666667
"156",156,0,2,2,5,0.85721,64.25,2.3,0.49745113,0.316666667
"157",157,0,0,2,0,0.99509,97.87,4.133333333,0.430477333,1
"158",158,0,0,2,1,0.98883,94.41,4.116666667,0.584884942,1
"159",159,0,0,2,2,0.98372,92.66,3.916666667,0.671241366,1
"160",160,0,0,2,3,0.96539,84.83,3.683333333,0.567231357,1
"161",161,0,0,2,4,0.94933,80.17,2.7,0.462124791,0.7
"162",162,0,0,2,5,0.9406,79.86,2.216666667,0.415450202,0.216666667
"163",163,1,1,1,0,0.93862,88.55,1.9,0.399151643,0.033333333
